record_id,source_id,smiles,inchi,inchikey,status,errors,molecule_chembl_id,standard_value,standard_units,standard_relation,pchembl_value,assay_chembl_id,assay_description,confidence_score,n_measurements,pIC50,activity_class,activity_label
cbf1161a,,N#Cc1cc(S(=O)(=O)NC(=O)c2ccc(C3=CCC(N4CCCC4c4ccccc4C4CC4)CC3)cc2Oc2cnc3[nH]ccc3c2)ccc1NCC1CCOCC1,,,raw,,CHEMBL5843415,431.0,nM,=,6.37,CHEMBL5738374,"Bcl-2/Bcl-X Fluorescence Polarization Assay: Compounds disclosed herein were tested for blocking of Bcl-2/Bcl-xl protein with its ligand in an assay based on fluorescence polarization methodology. Recombinant human 2.7 nM Bcl-2/1.3 nM Bcl-xl protein was pre-incubated with a serial dilution of compounds disclosed herein (maximum concentration is 1 μM for Bcl-2 assay, and 10 μM or 1 μM for Bcl-xl assay, 3-fold serially diluted, 10 points) at room temperature for 0.5 hour in an assay buffer containing 20 ml potassium phosphate buffer, pH 7.5, 50 mM NaCl, 1 mM EDTA, 0.05% Tween-20, 0.01% BSA. Then the FITC labeled Bak peptide Ac-GQVGRQLAIIGDK (FITC)INR-amide (1 nM for Bcl-2, 0.82 nM for Bcl-xl) was added to plate and further incubated at room temperature for 0.5 h. The FP signals (485 nm-520 nm-520 nm) were read on BMG PHERAstar FS or BMG PHERAstar FSX instalment. The inhibition percentage of Bcl-2/Bcl-xl interaction with its ligand in presence of increasing concentrations of compounds was calculated based on the FP signals. The IC50 for each compound was derived from fitting the data to the four-parameter logistic equation by Graphpad Prism software.",0.8,1,6.3655,1,active
1b6a0636,,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(C2=CCC(N3CCCC3c3ccccc3C3CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,,,raw,,CHEMBL5775373,252.0,nM,=,6.6,CHEMBL5738374,"Bcl-2/Bcl-X Fluorescence Polarization Assay: Compounds disclosed herein were tested for blocking of Bcl-2/Bcl-xl protein with its ligand in an assay based on fluorescence polarization methodology. Recombinant human 2.7 nM Bcl-2/1.3 nM Bcl-xl protein was pre-incubated with a serial dilution of compounds disclosed herein (maximum concentration is 1 μM for Bcl-2 assay, and 10 μM or 1 μM for Bcl-xl assay, 3-fold serially diluted, 10 points) at room temperature for 0.5 hour in an assay buffer containing 20 ml potassium phosphate buffer, pH 7.5, 50 mM NaCl, 1 mM EDTA, 0.05% Tween-20, 0.01% BSA. Then the FITC labeled Bak peptide Ac-GQVGRQLAIIGDK (FITC)INR-amide (1 nM for Bcl-2, 0.82 nM for Bcl-xl) was added to plate and further incubated at room temperature for 0.5 h. The FP signals (485 nm-520 nm-520 nm) were read on BMG PHERAstar FS or BMG PHERAstar FSX instalment. The inhibition percentage of Bcl-2/Bcl-xl interaction with its ligand in presence of increasing concentrations of compounds was calculated based on the FP signals. The IC50 for each compound was derived from fitting the data to the four-parameter logistic equation by Graphpad Prism software.",0.8,1,6.5986,1,active
91d6336c,,O=C(NS(=O)(=O)c1ccc(NCC2CCN(C3COC3)CC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCC[C@@H]3c3ccccc3C3CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,,,raw,,CHEMBL6032884,4.6,nM,=,8.34,CHEMBL5738374,"Bcl-2/Bcl-X Fluorescence Polarization Assay: Compounds disclosed herein were tested for blocking of Bcl-2/Bcl-xl protein with its ligand in an assay based on fluorescence polarization methodology. Recombinant human 2.7 nM Bcl-2/1.3 nM Bcl-xl protein was pre-incubated with a serial dilution of compounds disclosed herein (maximum concentration is 1 μM for Bcl-2 assay, and 10 μM or 1 μM for Bcl-xl assay, 3-fold serially diluted, 10 points) at room temperature for 0.5 hour in an assay buffer containing 20 ml potassium phosphate buffer, pH 7.5, 50 mM NaCl, 1 mM EDTA, 0.05% Tween-20, 0.01% BSA. Then the FITC labeled Bak peptide Ac-GQVGRQLAIIGDK (FITC)INR-amide (1 nM for Bcl-2, 0.82 nM for Bcl-xl) was added to plate and further incubated at room temperature for 0.5 h. The FP signals (485 nm-520 nm-520 nm) were read on BMG PHERAstar FS or BMG PHERAstar FSX instalment. The inhibition percentage of Bcl-2/Bcl-xl interaction with its ligand in presence of increasing concentrations of compounds was calculated based on the FP signals. The IC50 for each compound was derived from fitting the data to the four-parameter logistic equation by Graphpad Prism software.",0.8,1,8.3372,1,active
94e3c7d4,,O=C(NS(=O)(=O)c1ccc(NCC2CCN(C3COC3)CC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCC[C@H]3c3ccccc3C3CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,,,raw,,CHEMBL5940140,3.6,nM,=,8.44,CHEMBL5738374,"Bcl-2/Bcl-X Fluorescence Polarization Assay: Compounds disclosed herein were tested for blocking of Bcl-2/Bcl-xl protein with its ligand in an assay based on fluorescence polarization methodology. Recombinant human 2.7 nM Bcl-2/1.3 nM Bcl-xl protein was pre-incubated with a serial dilution of compounds disclosed herein (maximum concentration is 1 μM for Bcl-2 assay, and 10 μM or 1 μM for Bcl-xl assay, 3-fold serially diluted, 10 points) at room temperature for 0.5 hour in an assay buffer containing 20 ml potassium phosphate buffer, pH 7.5, 50 mM NaCl, 1 mM EDTA, 0.05% Tween-20, 0.01% BSA. Then the FITC labeled Bak peptide Ac-GQVGRQLAIIGDK (FITC)INR-amide (1 nM for Bcl-2, 0.82 nM for Bcl-xl) was added to plate and further incubated at room temperature for 0.5 h. The FP signals (485 nm-520 nm-520 nm) were read on BMG PHERAstar FS or BMG PHERAstar FSX instalment. The inhibition percentage of Bcl-2/Bcl-xl interaction with its ligand in presence of increasing concentrations of compounds was calculated based on the FP signals. The IC50 for each compound was derived from fitting the data to the four-parameter logistic equation by Graphpad Prism software.",0.8,1,8.4437,1,active
9c5601a7,,O=C(NS(=O)(=O)c1ccc(NCC2CCN(C3COC3)CC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3c3ccccc3C3CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,,,raw,,CHEMBL5933907,5.2,nM,=,8.28,CHEMBL5738374,"Bcl-2/Bcl-X Fluorescence Polarization Assay: Compounds disclosed herein were tested for blocking of Bcl-2/Bcl-xl protein with its ligand in an assay based on fluorescence polarization methodology. Recombinant human 2.7 nM Bcl-2/1.3 nM Bcl-xl protein was pre-incubated with a serial dilution of compounds disclosed herein (maximum concentration is 1 μM for Bcl-2 assay, and 10 μM or 1 μM for Bcl-xl assay, 3-fold serially diluted, 10 points) at room temperature for 0.5 hour in an assay buffer containing 20 ml potassium phosphate buffer, pH 7.5, 50 mM NaCl, 1 mM EDTA, 0.05% Tween-20, 0.01% BSA. Then the FITC labeled Bak peptide Ac-GQVGRQLAIIGDK (FITC)INR-amide (1 nM for Bcl-2, 0.82 nM for Bcl-xl) was added to plate and further incubated at room temperature for 0.5 h. The FP signals (485 nm-520 nm-520 nm) were read on BMG PHERAstar FS or BMG PHERAstar FSX instalment. The inhibition percentage of Bcl-2/Bcl-xl interaction with its ligand in presence of increasing concentrations of compounds was calculated based on the FP signals. The IC50 for each compound was derived from fitting the data to the four-parameter logistic equation by Graphpad Prism software.",0.8,1,8.284,1,active
4832c846,,O=C(NS(=O)(=O)c1ccc(NC[C@@H]2COCCO2)c([N+](=O)[O-])c1)c1ccc(C2CCC(N3CCCC3c3ccccc3C3CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,,,raw,,CHEMBL5805930,5.3,nM,=,8.28,CHEMBL5738374,"Bcl-2/Bcl-X Fluorescence Polarization Assay: Compounds disclosed herein were tested for blocking of Bcl-2/Bcl-xl protein with its ligand in an assay based on fluorescence polarization methodology. Recombinant human 2.7 nM Bcl-2/1.3 nM Bcl-xl protein was pre-incubated with a serial dilution of compounds disclosed herein (maximum concentration is 1 μM for Bcl-2 assay, and 10 μM or 1 μM for Bcl-xl assay, 3-fold serially diluted, 10 points) at room temperature for 0.5 hour in an assay buffer containing 20 ml potassium phosphate buffer, pH 7.5, 50 mM NaCl, 1 mM EDTA, 0.05% Tween-20, 0.01% BSA. Then the FITC labeled Bak peptide Ac-GQVGRQLAIIGDK (FITC)INR-amide (1 nM for Bcl-2, 0.82 nM for Bcl-xl) was added to plate and further incubated at room temperature for 0.5 h. The FP signals (485 nm-520 nm-520 nm) were read on BMG PHERAstar FS or BMG PHERAstar FSX instalment. The inhibition percentage of Bcl-2/Bcl-xl interaction with its ligand in presence of increasing concentrations of compounds was calculated based on the FP signals. The IC50 for each compound was derived from fitting the data to the four-parameter logistic equation by Graphpad Prism software.",0.8,1,8.2757,1,active
05e5e07c,,O=C(NS(=O)(=O)c1ccc(NC[C@@H]2COCCO2)c([N+](=O)[O-])c1)c1ccc(C2CCC(N3CCC[C@H]3c3ccccc3C3CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,,,raw,,CHEMBL5995925,4.2,nM,=,8.38,CHEMBL5738374,"Bcl-2/Bcl-X Fluorescence Polarization Assay: Compounds disclosed herein were tested for blocking of Bcl-2/Bcl-xl protein with its ligand in an assay based on fluorescence polarization methodology. Recombinant human 2.7 nM Bcl-2/1.3 nM Bcl-xl protein was pre-incubated with a serial dilution of compounds disclosed herein (maximum concentration is 1 μM for Bcl-2 assay, and 10 μM or 1 μM for Bcl-xl assay, 3-fold serially diluted, 10 points) at room temperature for 0.5 hour in an assay buffer containing 20 ml potassium phosphate buffer, pH 7.5, 50 mM NaCl, 1 mM EDTA, 0.05% Tween-20, 0.01% BSA. Then the FITC labeled Bak peptide Ac-GQVGRQLAIIGDK (FITC)INR-amide (1 nM for Bcl-2, 0.82 nM for Bcl-xl) was added to plate and further incubated at room temperature for 0.5 h. The FP signals (485 nm-520 nm-520 nm) were read on BMG PHERAstar FS or BMG PHERAstar FSX instalment. The inhibition percentage of Bcl-2/Bcl-xl interaction with its ligand in presence of increasing concentrations of compounds was calculated based on the FP signals. The IC50 for each compound was derived from fitting the data to the four-parameter logistic equation by Graphpad Prism software.",0.8,2,8.3768,1,active
d4e06772,,O=C(NS(=O)(=O)c1ccc(NC[C@H]2COCCO2)c([N+](=O)[O-])c1)c1ccc(C2CCC(N3CCCC3c3ccccc3C3CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,,,raw,,CHEMBL5860139,5.0,nM,=,8.3,CHEMBL5738374,"Bcl-2/Bcl-X Fluorescence Polarization Assay: Compounds disclosed herein were tested for blocking of Bcl-2/Bcl-xl protein with its ligand in an assay based on fluorescence polarization methodology. Recombinant human 2.7 nM Bcl-2/1.3 nM Bcl-xl protein was pre-incubated with a serial dilution of compounds disclosed herein (maximum concentration is 1 μM for Bcl-2 assay, and 10 μM or 1 μM for Bcl-xl assay, 3-fold serially diluted, 10 points) at room temperature for 0.5 hour in an assay buffer containing 20 ml potassium phosphate buffer, pH 7.5, 50 mM NaCl, 1 mM EDTA, 0.05% Tween-20, 0.01% BSA. Then the FITC labeled Bak peptide Ac-GQVGRQLAIIGDK (FITC)INR-amide (1 nM for Bcl-2, 0.82 nM for Bcl-xl) was added to plate and further incubated at room temperature for 0.5 h. The FP signals (485 nm-520 nm-520 nm) were read on BMG PHERAstar FS or BMG PHERAstar FSX instalment. The inhibition percentage of Bcl-2/Bcl-xl interaction with its ligand in presence of increasing concentrations of compounds was calculated based on the FP signals. The IC50 for each compound was derived from fitting the data to the four-parameter logistic equation by Graphpad Prism software.",0.8,1,8.301,1,active
b2d77b85,,O=C(NS(=O)(=O)c1ccc(NC[C@H]2COCCO2)c([N+](=O)[O-])c1)c1ccc(C2CCC(N3CCC[C@H]3c3ccccc3C3CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,,,raw,,CHEMBL5966228,3.1,nM,=,8.51,CHEMBL5738374,"Bcl-2/Bcl-X Fluorescence Polarization Assay: Compounds disclosed herein were tested for blocking of Bcl-2/Bcl-xl protein with its ligand in an assay based on fluorescence polarization methodology. Recombinant human 2.7 nM Bcl-2/1.3 nM Bcl-xl protein was pre-incubated with a serial dilution of compounds disclosed herein (maximum concentration is 1 μM for Bcl-2 assay, and 10 μM or 1 μM for Bcl-xl assay, 3-fold serially diluted, 10 points) at room temperature for 0.5 hour in an assay buffer containing 20 ml potassium phosphate buffer, pH 7.5, 50 mM NaCl, 1 mM EDTA, 0.05% Tween-20, 0.01% BSA. Then the FITC labeled Bak peptide Ac-GQVGRQLAIIGDK (FITC)INR-amide (1 nM for Bcl-2, 0.82 nM for Bcl-xl) was added to plate and further incubated at room temperature for 0.5 h. The FP signals (485 nm-520 nm-520 nm) were read on BMG PHERAstar FS or BMG PHERAstar FSX instalment. The inhibition percentage of Bcl-2/Bcl-xl interaction with its ligand in presence of increasing concentrations of compounds was calculated based on the FP signals. The IC50 for each compound was derived from fitting the data to the four-parameter logistic equation by Graphpad Prism software.",0.8,2,8.5086,1,active
0c43d190,,CC(C)(C)[Si](C)(C)OC1CCC(COc2ccc(S(=O)(=O)NC(=O)c3ccc(C4=CCC(N5CCC[C@@H]5c5ccccc5C5CC5)CC4)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])CC1,,,raw,,CHEMBL5753141,849.0,nM,=,6.07,CHEMBL5738374,"Bcl-2/Bcl-X Fluorescence Polarization Assay: Compounds disclosed herein were tested for blocking of Bcl-2/Bcl-xl protein with its ligand in an assay based on fluorescence polarization methodology. Recombinant human 2.7 nM Bcl-2/1.3 nM Bcl-xl protein was pre-incubated with a serial dilution of compounds disclosed herein (maximum concentration is 1 μM for Bcl-2 assay, and 10 μM or 1 μM for Bcl-xl assay, 3-fold serially diluted, 10 points) at room temperature for 0.5 hour in an assay buffer containing 20 ml potassium phosphate buffer, pH 7.5, 50 mM NaCl, 1 mM EDTA, 0.05% Tween-20, 0.01% BSA. Then the FITC labeled Bak peptide Ac-GQVGRQLAIIGDK (FITC)INR-amide (1 nM for Bcl-2, 0.82 nM for Bcl-xl) was added to plate and further incubated at room temperature for 0.5 h. The FP signals (485 nm-520 nm-520 nm) were read on BMG PHERAstar FS or BMG PHERAstar FSX instalment. The inhibition percentage of Bcl-2/Bcl-xl interaction with its ligand in presence of increasing concentrations of compounds was calculated based on the FP signals. The IC50 for each compound was derived from fitting the data to the four-parameter logistic equation by Graphpad Prism software.",0.8,1,6.0711,1,active
c22652e4,,O=C(NS(=O)(=O)c1ccc(OCC2CCC(O)CC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCC[C@H]3c3ccccc3C3CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,,,raw,,CHEMBL5929872,16.0,nM,=,7.8,CHEMBL5738374,"Bcl-2/Bcl-X Fluorescence Polarization Assay: Compounds disclosed herein were tested for blocking of Bcl-2/Bcl-xl protein with its ligand in an assay based on fluorescence polarization methodology. Recombinant human 2.7 nM Bcl-2/1.3 nM Bcl-xl protein was pre-incubated with a serial dilution of compounds disclosed herein (maximum concentration is 1 μM for Bcl-2 assay, and 10 μM or 1 μM for Bcl-xl assay, 3-fold serially diluted, 10 points) at room temperature for 0.5 hour in an assay buffer containing 20 ml potassium phosphate buffer, pH 7.5, 50 mM NaCl, 1 mM EDTA, 0.05% Tween-20, 0.01% BSA. Then the FITC labeled Bak peptide Ac-GQVGRQLAIIGDK (FITC)INR-amide (1 nM for Bcl-2, 0.82 nM for Bcl-xl) was added to plate and further incubated at room temperature for 0.5 h. The FP signals (485 nm-520 nm-520 nm) were read on BMG PHERAstar FS or BMG PHERAstar FSX instalment. The inhibition percentage of Bcl-2/Bcl-xl interaction with its ligand in presence of increasing concentrations of compounds was calculated based on the FP signals. The IC50 for each compound was derived from fitting the data to the four-parameter logistic equation by Graphpad Prism software.",0.8,1,7.7959,1,active
7a097045,,O=C(NS(=O)(=O)c1ccc(OCC2CCC(O)CC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCC[C@@H]3c3ccccc3C3CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,,,raw,,CHEMBL5812387,5.3,nM,=,8.28,CHEMBL5738374,"Bcl-2/Bcl-X Fluorescence Polarization Assay: Compounds disclosed herein were tested for blocking of Bcl-2/Bcl-xl protein with its ligand in an assay based on fluorescence polarization methodology. Recombinant human 2.7 nM Bcl-2/1.3 nM Bcl-xl protein was pre-incubated with a serial dilution of compounds disclosed herein (maximum concentration is 1 μM for Bcl-2 assay, and 10 μM or 1 μM for Bcl-xl assay, 3-fold serially diluted, 10 points) at room temperature for 0.5 hour in an assay buffer containing 20 ml potassium phosphate buffer, pH 7.5, 50 mM NaCl, 1 mM EDTA, 0.05% Tween-20, 0.01% BSA. Then the FITC labeled Bak peptide Ac-GQVGRQLAIIGDK (FITC)INR-amide (1 nM for Bcl-2, 0.82 nM for Bcl-xl) was added to plate and further incubated at room temperature for 0.5 h. The FP signals (485 nm-520 nm-520 nm) were read on BMG PHERAstar FS or BMG PHERAstar FSX instalment. The inhibition percentage of Bcl-2/Bcl-xl interaction with its ligand in presence of increasing concentrations of compounds was calculated based on the FP signals. The IC50 for each compound was derived from fitting the data to the four-parameter logistic equation by Graphpad Prism software.",0.8,1,8.2757,1,active
7b7a8431,,O=C(NS(=O)(=O)c1ccc(NC(=O)N2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3c3ccccc3C3CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,,,raw,,CHEMBL6063527,12.0,nM,=,7.92,CHEMBL5738374,"Bcl-2/Bcl-X Fluorescence Polarization Assay: Compounds disclosed herein were tested for blocking of Bcl-2/Bcl-xl protein with its ligand in an assay based on fluorescence polarization methodology. Recombinant human 2.7 nM Bcl-2/1.3 nM Bcl-xl protein was pre-incubated with a serial dilution of compounds disclosed herein (maximum concentration is 1 μM for Bcl-2 assay, and 10 μM or 1 μM for Bcl-xl assay, 3-fold serially diluted, 10 points) at room temperature for 0.5 hour in an assay buffer containing 20 ml potassium phosphate buffer, pH 7.5, 50 mM NaCl, 1 mM EDTA, 0.05% Tween-20, 0.01% BSA. Then the FITC labeled Bak peptide Ac-GQVGRQLAIIGDK (FITC)INR-amide (1 nM for Bcl-2, 0.82 nM for Bcl-xl) was added to plate and further incubated at room temperature for 0.5 h. The FP signals (485 nm-520 nm-520 nm) were read on BMG PHERAstar FS or BMG PHERAstar FSX instalment. The inhibition percentage of Bcl-2/Bcl-xl interaction with its ligand in presence of increasing concentrations of compounds was calculated based on the FP signals. The IC50 for each compound was derived from fitting the data to the four-parameter logistic equation by Graphpad Prism software.",0.8,1,7.9208,1,active
ddcd5007,,CC(C)c1ccccc1[C@@H]1CCCN1c1ccc(-c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4(F)CCOCC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)cc1,,,raw,,CHEMBL6055951,59.0,nM,=,7.23,CHEMBL5738374,"Bcl-2/Bcl-X Fluorescence Polarization Assay: Compounds disclosed herein were tested for blocking of Bcl-2/Bcl-xl protein with its ligand in an assay based on fluorescence polarization methodology. Recombinant human 2.7 nM Bcl-2/1.3 nM Bcl-xl protein was pre-incubated with a serial dilution of compounds disclosed herein (maximum concentration is 1 μM for Bcl-2 assay, and 10 μM or 1 μM for Bcl-xl assay, 3-fold serially diluted, 10 points) at room temperature for 0.5 hour in an assay buffer containing 20 ml potassium phosphate buffer, pH 7.5, 50 mM NaCl, 1 mM EDTA, 0.05% Tween-20, 0.01% BSA. Then the FITC labeled Bak peptide Ac-GQVGRQLAIIGDK (FITC)INR-amide (1 nM for Bcl-2, 0.82 nM for Bcl-xl) was added to plate and further incubated at room temperature for 0.5 h. The FP signals (485 nm-520 nm-520 nm) were read on BMG PHERAstar FS or BMG PHERAstar FSX instalment. The inhibition percentage of Bcl-2/Bcl-xl interaction with its ligand in presence of increasing concentrations of compounds was calculated based on the FP signals. The IC50 for each compound was derived from fitting the data to the four-parameter logistic equation by Graphpad Prism software.",0.8,1,7.2291,1,active
86fd4dd2,,CC(C)c1ccccc1[C@H]1CCCN1c1ccc(-c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4(F)CCOCC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)cc1,,,raw,,CHEMBL5912155,2.75,nM,=,8.54,CHEMBL5738374,"Bcl-2/Bcl-X Fluorescence Polarization Assay: Compounds disclosed herein were tested for blocking of Bcl-2/Bcl-xl protein with its ligand in an assay based on fluorescence polarization methodology. Recombinant human 2.7 nM Bcl-2/1.3 nM Bcl-xl protein was pre-incubated with a serial dilution of compounds disclosed herein (maximum concentration is 1 μM for Bcl-2 assay, and 10 μM or 1 μM for Bcl-xl assay, 3-fold serially diluted, 10 points) at room temperature for 0.5 hour in an assay buffer containing 20 ml potassium phosphate buffer, pH 7.5, 50 mM NaCl, 1 mM EDTA, 0.05% Tween-20, 0.01% BSA. Then the FITC labeled Bak peptide Ac-GQVGRQLAIIGDK (FITC)INR-amide (1 nM for Bcl-2, 0.82 nM for Bcl-xl) was added to plate and further incubated at room temperature for 0.5 h. The FP signals (485 nm-520 nm-520 nm) were read on BMG PHERAstar FS or BMG PHERAstar FSX instalment. The inhibition percentage of Bcl-2/Bcl-xl interaction with its ligand in presence of increasing concentrations of compounds was calculated based on the FP signals. The IC50 for each compound was derived from fitting the data to the four-parameter logistic equation by Graphpad Prism software.",0.8,2,8.5607,1,active
bf73b900,,COCC1CCC(CNc2ccc(S(=O)(=O)NC(=O)c3ccc(C4=CCC(N5CCCC5c5ccccc5C5CC5)CC4)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])CC1,,,raw,,CHEMBL6018441,18.0,nM,=,7.75,CHEMBL5738374,"Bcl-2/Bcl-X Fluorescence Polarization Assay: Compounds disclosed herein were tested for blocking of Bcl-2/Bcl-xl protein with its ligand in an assay based on fluorescence polarization methodology. Recombinant human 2.7 nM Bcl-2/1.3 nM Bcl-xl protein was pre-incubated with a serial dilution of compounds disclosed herein (maximum concentration is 1 μM for Bcl-2 assay, and 10 μM or 1 μM for Bcl-xl assay, 3-fold serially diluted, 10 points) at room temperature for 0.5 hour in an assay buffer containing 20 ml potassium phosphate buffer, pH 7.5, 50 mM NaCl, 1 mM EDTA, 0.05% Tween-20, 0.01% BSA. Then the FITC labeled Bak peptide Ac-GQVGRQLAIIGDK (FITC)INR-amide (1 nM for Bcl-2, 0.82 nM for Bcl-xl) was added to plate and further incubated at room temperature for 0.5 h. The FP signals (485 nm-520 nm-520 nm) were read on BMG PHERAstar FS or BMG PHERAstar FSX instalment. The inhibition percentage of Bcl-2/Bcl-xl interaction with its ligand in presence of increasing concentrations of compounds was calculated based on the FP signals. The IC50 for each compound was derived from fitting the data to the four-parameter logistic equation by Graphpad Prism software.",0.8,1,7.7447,1,active
aa2732f2,,O=C(NS(=O)(=O)c1ccc(NC[C@@H]2CCN(C3CCOCC3)C2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3c3ccccc3C3CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,,,raw,,CHEMBL5782710,18.0,nM,=,7.75,CHEMBL5738374,"Bcl-2/Bcl-X Fluorescence Polarization Assay: Compounds disclosed herein were tested for blocking of Bcl-2/Bcl-xl protein with its ligand in an assay based on fluorescence polarization methodology. Recombinant human 2.7 nM Bcl-2/1.3 nM Bcl-xl protein was pre-incubated with a serial dilution of compounds disclosed herein (maximum concentration is 1 μM for Bcl-2 assay, and 10 μM or 1 μM for Bcl-xl assay, 3-fold serially diluted, 10 points) at room temperature for 0.5 hour in an assay buffer containing 20 ml potassium phosphate buffer, pH 7.5, 50 mM NaCl, 1 mM EDTA, 0.05% Tween-20, 0.01% BSA. Then the FITC labeled Bak peptide Ac-GQVGRQLAIIGDK (FITC)INR-amide (1 nM for Bcl-2, 0.82 nM for Bcl-xl) was added to plate and further incubated at room temperature for 0.5 h. The FP signals (485 nm-520 nm-520 nm) were read on BMG PHERAstar FS or BMG PHERAstar FSX instalment. The inhibition percentage of Bcl-2/Bcl-xl interaction with its ligand in presence of increasing concentrations of compounds was calculated based on the FP signals. The IC50 for each compound was derived from fitting the data to the four-parameter logistic equation by Graphpad Prism software.",0.8,1,7.7447,1,active
d25178f9,,O=C(NS(=O)(=O)c1ccc(NC[C@H]2COCCO2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3CCC[C@H]3c3ccccc3C3CC3)cc2)cc1Oc1cnc2[nH]ccc2c1,,,raw,,CHEMBL6006690,36.5,nM,=,7.21,CHEMBL5738374,"Bcl-2/Bcl-X Fluorescence Polarization Assay: Compounds disclosed herein were tested for blocking of Bcl-2/Bcl-xl protein with its ligand in an assay based on fluorescence polarization methodology. Recombinant human 2.7 nM Bcl-2/1.3 nM Bcl-xl protein was pre-incubated with a serial dilution of compounds disclosed herein (maximum concentration is 1 μM for Bcl-2 assay, and 10 μM or 1 μM for Bcl-xl assay, 3-fold serially diluted, 10 points) at room temperature for 0.5 hour in an assay buffer containing 20 ml potassium phosphate buffer, pH 7.5, 50 mM NaCl, 1 mM EDTA, 0.05% Tween-20, 0.01% BSA. Then the FITC labeled Bak peptide Ac-GQVGRQLAIIGDK (FITC)INR-amide (1 nM for Bcl-2, 0.82 nM for Bcl-xl) was added to plate and further incubated at room temperature for 0.5 h. The FP signals (485 nm-520 nm-520 nm) were read on BMG PHERAstar FS or BMG PHERAstar FSX instalment. The inhibition percentage of Bcl-2/Bcl-xl interaction with its ligand in presence of increasing concentrations of compounds was calculated based on the FP signals. The IC50 for each compound was derived from fitting the data to the four-parameter logistic equation by Graphpad Prism software.",0.8,2,7.4377,1,active
ab54664b,,O=C(NS(=O)(=O)c1ccc(NC[C@@H]2COCCO2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3CCC[C@H]3c3ccccc3C3CC3)cc2)cc1Oc1cnc2[nH]ccc2c1,,,raw,,CHEMBL5762148,39.0,nM,=,7.23,CHEMBL5738374,"Bcl-2/Bcl-X Fluorescence Polarization Assay: Compounds disclosed herein were tested for blocking of Bcl-2/Bcl-xl protein with its ligand in an assay based on fluorescence polarization methodology. Recombinant human 2.7 nM Bcl-2/1.3 nM Bcl-xl protein was pre-incubated with a serial dilution of compounds disclosed herein (maximum concentration is 1 μM for Bcl-2 assay, and 10 μM or 1 μM for Bcl-xl assay, 3-fold serially diluted, 10 points) at room temperature for 0.5 hour in an assay buffer containing 20 ml potassium phosphate buffer, pH 7.5, 50 mM NaCl, 1 mM EDTA, 0.05% Tween-20, 0.01% BSA. Then the FITC labeled Bak peptide Ac-GQVGRQLAIIGDK (FITC)INR-amide (1 nM for Bcl-2, 0.82 nM for Bcl-xl) was added to plate and further incubated at room temperature for 0.5 h. The FP signals (485 nm-520 nm-520 nm) were read on BMG PHERAstar FS or BMG PHERAstar FSX instalment. The inhibition percentage of Bcl-2/Bcl-xl interaction with its ligand in presence of increasing concentrations of compounds was calculated based on the FP signals. The IC50 for each compound was derived from fitting the data to the four-parameter logistic equation by Graphpad Prism software.",0.8,2,7.4089,1,active
